20 Dec,2 Ch 24,0,Rev 11,0,Zc 7,0,Ps 135-136,0
21 Dec,2 Ch 25,0,Rev 12,0,Zc 8,0,Ps 137-138,0
22 Dec,2 Ch 26,0,Rev 13,0,Zc 9,0,Ps 139,0
23 Dec,2 Ch 27-28,0,Rev 14,0,Zc 10,0,Ps 140-141,0
24 Dec,2 Ch 29,0,Rev 15,0,Zc 11,0,Ps 142,0
25 Dec,2 Ch 30,0,Rev 16,0,Zc 12,0,Ps 143,0
26 Dec,2 Ch 31,0,Rev 17,0,Zc 13,0,Ps 144,0
27 Dec,2 Ch 32,0,Rev 18,0,Zc 14,0,Ps 145,0
28 Dec,2 Ch 33,0,Rev 19,0,Mal 1,0,Ps 146-147,0
29 Dec,2 Ch 34,0,Rev 20,0,Mal 2,0,Ps 148,0
30 Dec,2 Ch 35,0,Rev 21,0,Mal 3,0,Ps 149,0
31 Dec,2 Ch 36,0,Rev 22,0,Mal 4,0,Ps 150,0
